TUITIONFEE_IN,TUITIONFEE_OUT,ST_FIPS,REGION,LOCALE,CONTROL,PREDDEG,UGDS,PCTPELL,PCTFLOAN,STUFACR,C150_4,COMP_ORIG_YR4_RT,COMP_ORIG_YR6_RT,GRAD_DEBT_MDN,LO_INC_DEBT_MDN,MD_INC_DEBT_MDN,HI_INC_DEBT_MDN,MD_EARN_WNE_P10,PCT10_EARN_WNE_P10,PCT25_EARN_WNE_P10,PCT75_EARN_WNE_P10,PCT90_EARN_WNE_P10,MD_EARN_WNE_P6,PCT10_EARN_WNE_P6,PCT25_EARN_WNE_P6,PCT75_EARN_WNE_P6,PCT90_EARN_WNE_P6,C100_4,INSTNM,CITY,RET_FT4,C200_4
33150.0,33150.0,48.0,6.0,22.0,2.0,3.0,2959.0,0.3685,0.6276,17.0,0.534,0.504158004,0.520971302,26000.0,15000.0,15595.0,16750.0,56132.0,11600.0,35989.0,78352.0,76400.0,48368.0,8600.0,29943.0,67709.0,62500.0,0.3835,University of Mary Hardin-Baylor,Belton,0.6788,0.5352
31372.0,31372.0,48.0,6.0,12.0,2.0,3.0,1108.0,0.4492,0.6044,13.0,0.3862,0.339622642,0.381538462,27000.0,17203.0,20341.0,17500.0,48779.0,10000.0,32535.0,70366.0,75400.0,38647.0,9600.0,24045.0,54177.0,56500.0,0.2724,McMurry University,Abilene,0.646,0.3165
10310.0,12260.0,48.0,6.0,12.0,1.0,3.0,4043.0,0.4004,0.4209,16.0,0.4128,0.454330709,0.517498138,21030.0,13000.0,12500.0,14000.0,55747.0,10600.0,37019.0,80113.0,73100.0,46637.0,11300.0,28469.0,69582.0,69000.0,0.226,Midwestern State University,Wichita Falls,0.63,0.4902
11164.0,21244.0,48.0,6.0,12.0,1.0,3.0,33680.0,0.3608,0.391,23.0,0.5957,0.548013245,0.566908993,19250.0,13639.0,14000.0,14000.0,57010.0,11700.0,36403.0,78812.0,79500.0,46304.0,10100.0,27813.0,63518.0,61300.0,0.4303,University of North Texas,Denton,0.7696,0.6215
31728.0,31728.0,48.0,6.0,11.0,2.0,3.0,1110.0,0.5749,0.646,11.0,0.4243,0.404612159,0.475836431,24999.0,18171.0,17500.0,15000.0,48675.0,13100.0,30371.0,65309.0,69200.0,41195.0,11200.0,22319.0,58333.0,57200.0,0.3294,Our Lady of the Lake University,San Antonio,0.5833,0.3529
9859.0,19939.0,48.0,6.0,12.0,1.0,3.0,27026.0,0.6376,0.2558,19.0,0.4927,0.504240642,0.501915709,12950.0,9454.0,9216.0,11000.0,49620.0,11500.0,29401.0,66597.0,77700.0,35812.0,8600.0,20493.0,55347.0,57500.0,0.2943,The University of Texas Rio Grande Valley,Edinburg,0.7891,0.5617
11299.0,26874.0,48.0,6.0,42.0,1.0,3.0,8527.0,0.6244,0.5808,16.0,0.4322,0.325853202,0.37979798,27000.0,16258.0,19300.0,16750.0,45411.0,7200.0,23973.0,65217.0,71600.0,36350.0,6300.0,20096.0,58295.0,63200.0,0.1931,Prairie View A & M University,Prairie View,0.7405,0.4492
58128.0,58128.0,48.0,6.0,11.0,2.0,3.0,4562.0,0.1607,0.0625,6.0,0.9569,0.902777778,0.902506964,11000.0,6500.0,11192.0,9804.0,89718.0,25700.0,62982.0,143920.0,161600.0,79751.0,10300.0,49934.0,116197.0,119700.0,0.8936,Rice University,Houston,0.9758,0.9306
51384.0,51384.0,48.0,6.0,11.0,2.0,3.0,2729.0,0.3947,0.4814,13.0,0.6418,0.603636364,0.607142857,24803.0,21835.0,21500.0,18062.0,58826.0,10000.0,39489.0,86574.0,89500.0,47743.0,9700.0,28771.0,67458.0,64000.0,0.5443,Saint Edward's University,Austin,0.7797,0.6693
33660.0,33660.0,48.0,6.0,11.0,2.0,3.0,2826.0,0.3792,0.3625,15.0,0.6862,0.532352941,0.598006645,19928.0,12500.0,14255.0,12000.0,59224.0,15600.0,37152.0,82590.0,96800.0,49971.0,9900.0,30234.0,69585.0,64300.0,0.4828,University of St Thomas,Houston,0.7335,0.6371
9228.0,19020.0,48.0,6.0,32.0,1.0,3.0,18138.0,0.3985,0.4631,20.0,0.5507,0.552292264,0.6,21983.0,17250.0,16500.0,15000.0,54211.0,11900.0,36263.0,73178.0,78900.0,45337.0,10600.0,28856.0,61592.0,61200.0,0.3522,Sam Houston State University,Huntsville,0.7544,0.5927
37396.0,37396.0,48.0,6.0,33.0,2.0,3.0,1028.0,0.4381,0.6576,15.0,0.437,0.441176471,0.482758621,23250.0,11846.0,14250.0,14250.0,52228.0,10000.0,34553.0,74165.0,69100.0,45527.0,7800.0,28836.0,62508.0,56600.0,0.3783,Schreiner University,Kerrville,0.7197,0.4602
36242.0,36242.0,48.0,6.0,11.0,2.0,3.0,1911.0,0.4203,0.5217,10.0,0.5879,0.532347505,0.581034483,25563.0,19500.0,20500.0,18500.0,56955.0,17900.0,38690.0,79025.0,85300.0,44130.0,10600.0,27933.0,60639.0,59700.0,0.0591,St. Mary's University,San Antonio,0.6749,0.5942
64460.0,64460.0,48.0,6.0,21.0,2.0,3.0,7106.0,0.1186,0.2174,11.0,0.8325,0.605263158,0.703851262,19500.0,17000.0,17500.0,14000.0,78354.0,14900.0,50337.0,121566.0,126200.0,65556.0,12100.0,38016.0,94165.0,93700.0,0.7635,Southern Methodist University,Dallas,0.8961,0.8285
18610.0,18610.0,48.0,6.0,21.0,2.0,3.0,1366.0,0.495,0.6372,15.0,0.3553,0.352253756,0.391843972,24725.0,14250.0,14995.0,15250.0,46238.0,6200.0,28464.0,63010.0,63500.0,37425.0,6700.0,22765.0,52052.0,49800.0,0.3032,Southwestern Assemblies of God University,Waxahachie,0.8125,0.5232
51058.0,51058.0,48.0,6.0,13.0,2.0,3.0,1454.0,0.2313,0.4302,11.0,0.6934,0.731884058,0.635616438,25000.0,24750.0,16000.0,19500.0,56878.0,13200.0,37176.0,86002.0,96300.0,49249.0,11600.0,30025.0,67667.0,63200.0,0.6105,Southwestern University,Georgetown,0.8303,0.7374
10600.0,20680.0,48.0,6.0,33.0,1.0,3.0,8746.0,0.3679,0.4294,15.0,0.5175,0.51572327,0.539886578,23409.0,18315.0,17500.0,17750.0,49634.0,12000.0,32573.0,67133.0,74100.0,43144.0,9800.0,27194.0,58761.0,56900.0,0.3837,Stephen F Austin State University,Nacogdoches,0.7129,0.5386
11450.0,23210.0,48.0,6.0,13.0,1.0,3.0,34547.0,0.3615,0.4259,21.0,0.5617,0.527698245,0.5980792,21000.0,14966.0,14835.0,15000.0,56906.0,13500.0,38577.0,80902.0,82200.0,46716.0,10800.0,29928.0,63304.0,61200.0,0.3665,Texas State University,San Marcos,0.7751,0.5953
24588.0,24588.0,48.0,6.0,31.0,2.0,3.0,574.0,0.3885,0.5602,12.0,0.4109,0.382222222,0.444444444,26998.0,23685.0,22274.0,17750.0,52946.0,9300.0,32967.0,80092.0,79100.0,43643.0,7300.0,21384.0,63739.0,66600.0,0.2636,Southwestern Adventist University,Keene,0.704,0.4452
7592.0,17384.0,48.0,6.0,33.0,1.0,3.0,1378.0,0.5161,0.38,11.0,0.2744,0.212121212,0.135566188,15900.0,11250.0,11320.0,9250.0,41871.0,11600.0,22884.0,58116.0,70400.0,34340.0,8000.0,20759.0,49699.0,54700.0,0.1707,Sul Ross State University,Alpine,0.5833,0.3131
7878.0,17958.0,48.0,6.0,33.0,1.0,3.0,12263.0,0.3711,0.4548,18.0,0.5123,0.518543046,0.482500748,19606.0,13783.0,14050.0,13750.0,53040.0,12800.0,35348.0,73166.0,78500.0,46729.0,10700.0,30372.0,63379.0,62900.0,0.346,Tarleton State University,Stephenville,0.7381,0.5128
9892.0,26106.0,48.0,6.0,32.0,1.0,3.0,4622.0,0.5455,0.4648,16.0,0.4559,0.242621694,0.395414462,22934.0,16027.0,15676.0,15450.0,51450.0,9500.0,32330.0,68303.0,81200.0,44882.0,9600.0,27115.0,60315.0,68600.0,0.2572,Texas A & M University-Kingsville,Kingsville,0.6698,0.4632
13099.0,40328.0,48.0,6.0,12.0,1.0,3.0,59099.0,0.1923,0.2634,19.0,0.8378,0.764223268,0.795539033,17804.0,14612.0,15000.0,15250.0,72097.0,19600.0,48234.0,106337.0,110600.0,59386.0,14400.0,39907.0,81508.0,80000.0,0.6078,Texas A & M University-College Station,College Station,0.9425,0.842
11728.0,29660.0,48.0,6.0,11.0,1.0,3.0,30834.0,0.3958,0.3281,23.0,0.5652,0.494045332,0.548395942,17527.0,11558.0,11904.0,12000.0,63199.0,13500.0,41572.0,91958.0,88100.0,60902.0,10500.0,38722.0,88068.0,69000.0,0.3543,The University of Texas at Arlington,Arlington,0.7288,0.5415
11678.0,42778.0,48.0,6.0,11.0,1.0,3.0,42100.0,0.2511,0.2706,18.0,0.8764,0.767211868,0.806003752,20500.0,18750.0,18446.0,19500.0,75121.0,16200.0,50527.0,116556.0,120000.0,60896.0,12400.0,40112.0,88797.0,87100.0,0.7285,The University of Texas at Austin,Austin,0.9612,0.8896
14564.0,40064.0,48.0,6.0,12.0,1.0,3.0,21317.0,0.2973,0.3528,27.0,0.7083,0.641025641,0.673547936,18000.0,13750.0,13063.0,14000.0,68227.0,15500.0,44421.0,101340.0,102300.0,57249.0,11600.0,33642.0,80605.0,72500.0,0.5559,The University of Texas at Dallas,Richardson,0.8813,0.7319
9744.0,25512.0,48.0,6.0,11.0,1.0,3.0,20547.0,0.606,0.2946,20.0,0.4595,0.355888224,0.429275991,18000.0,12500.0,12500.0,13383.0,50923.0,11200.0,29422.0,70184.0,77900.0,37978.0,7400.0,22332.0,58305.0,60000.0,0.2098,The University of Texas at El Paso,El Paso,0.7735,0.5166
9920.0,25198.0,48.0,6.0,12.0,1.0,3.0,7009.0,0.3796,0.3266,17.0,0.4677,0.531862745,0.530856005,17137.0,13250.0,12500.0,12500.0,57053.0,14800.0,36917.0,83095.0,87400.0,49355.0,10700.0,31573.0,71784.0,68600.0,0.3631,The University of Texas at Tyler,Tyler,0.7303,0.4321
57220.0,57220.0,48.0,6.0,11.0,2.0,3.0,10919.0,0.1347,0.2505,14.0,0.8561,0.769903762,0.806796117,21500.0,20000.0,18959.0,18750.0,68424.0,14300.0,44497.0,98051.0,100100.0,60435.0,13300.0,39846.0,84757.0,72300.0,0.7382,Texas Christian University,Fort Worth,0.9428,0.8308
10008.0,10008.0,48.0,6.0,12.0,2.0,3.0,644.0,0.8536,0.6293,23.0,0.1069,0.196832579,0.204134367,31000.0,20375.0,13000.0,19875.0,33752.0,4500.0,18016.0,52271.0,49700.0,27901.0,3400.0,13408.0,41801.0,42800.0,0.0687,Texas College,Tyler,0.597,0.1687
34920.0,34920.0,48.0,6.0,31.0,2.0,3.0,1260.0,0.3763,0.6593,10.0,0.5518,0.475675676,0.517906336,25000.0,15000.0,14750.0,14000.0,53863.0,14300.0,35261.0,74010.0,86000.0,48125.0,10300.0,29257.0,66550.0,57100.0,0.3422,Texas Lutheran University,Seguin,0.6715,0.5482
10904.0,23212.0,48.0,6.0,12.0,1.0,3.0,4122.0,0.356,0.2983,20.0,0.4298,0.1996337,0.318510858,17750.0,11501.0,12750.0,11746.0,56073.0,12200.0,37375.0,78631.0,82100.0,50020.0,11900.0,30495.0,72096.0,68700.0,0.2806,The University of Texas Permian Basin,Odessa,0.6136,0.444
8991.0,21965.0,48.0,6.0,11.0,1.0,3.0,29675.0,0.4225,0.4257,25.0,0.5119,0.502711324,0.537340256,20500.0,15000.0,15000.0,14500.0,57131.0,14000.0,37060.0,80771.0,81400.0,46340.0,10100.0,28446.0,65289.0,60800.0,0.3192,The University of Texas at San Antonio,San Antonio,0.794,0.5324
9173.0,21773.0,48.0,6.0,11.0,1.0,3.0,6619.0,0.713,0.6527,16.0,0.1989,0.213955443,0.275427996,29000.0,17856.0,15000.0,13689.0,38924.0,6300.0,18610.0,59970.0,72500.0,32986.0,4700.0,16807.0,50015.0,52200.0,0.0593,Texas Southern University,Houston,0.5699,0.2624
11852.0,24451.0,48.0,6.0,11.0,1.0,3.0,32446.0,0.2575,0.4348,21.0,0.6747,0.551956098,0.599219621,21500.0,17500.0,16000.0,14000.0,62454.0,14900.0,41009.0,91778.0,96800.0,52588.0,13300.0,33853.0,72818.0,72300.0,0.4448,Texas Tech University,Lubbock,0.8487,0.6432
37934.0,37934.0,48.0,6.0,11.0,2.0,3.0,1671.0,0.4114,0.4279,13.0,0.3235,0.458947368,0.462242563,23125.0,16700.0,13000.0,11875.0,54053.0,9600.0,31559.0,68156.0,67900.0,44773.0,8200.0,27696.0,59808.0,57300.0,0.2255,Texas Wesleyan University,Fort Worth,0.6312,0.2932
8648.0,18720.0,48.0,6.0,12.0,1.0,3.0,8804.0,0.4045,0.3909,17.0,0.4421,0.503137255,0.580812102,19218.0,14000.0,14223.0,13028.0,56544.0,12000.0,35935.0,77086.0,83700.0,48773.0,11200.0,30257.0,66824.0,71700.0,0.2749,Texas Woman's University,Denton,0.7362,0.5274
51352.0,51352.0,48.0,6.0,11.0,2.0,3.0,2518.0,0.164,0.2918,9.0,0.8193,0.796666667,0.734126984,22954.0,18337.0,19500.0,19500.0,71668.0,15200.0,52586.0,107584.0,113200.0,55224.0,18700.0,36755.0,74088.0,76400.0,0.7336,Trinity University,San Antonio,0.9237,0.804
23186.0,23186.0,48.0,6.0,33.0,2.0,3.0,2090.0,0.3952,0.4338,10.0,0.1919,0.335774059,0.351730589,23106.0,16445.0,15244.0,12750.0,51838.0,11300.0,33771.0,77809.0,78700.0,44159.0,10800.0,26660.0,65396.0,70100.0,0.0923,Wayland Baptist University,Plainview,0.4754,0.2604
9101.0,10996.0,48.0,6.0,31.0,1.0,3.0,6771.0,0.3933,0.382,18.0,0.4731,0.392456677,0.429098577,19500.0,12530.0,12500.0,13000.0,50741.0,10900.0,34234.0,71388.0,78400.0,44399.0,10100.0,29499.0,60914.0,62400.0,0.1393,West Texas A & M University,Canyon,0.6715,0.4732
12500.0,12500.0,48.0,6.0,32.0,2.0,3.0,636.0,0.7708,0.6218,18.0,0.2,0.241791045,0.264770241,24989.0,18500.0,15000.0,12399.0,33159.0,7200.0,17006.0,49586.0,54500.0,28078.0,4100.0,12131.0,42414.0,48800.0,0.1371,Wiley University,Marshall,0.3167,0.2848
8050.0,8050.0,72.0,9.0,23.0,2.0,3.0,769.0,0.804,0.245,18.0,0.4603,0.39031339,0.482479784,15750.0,12000.0,11000.0,8100.0,28465.0,3300.0,14084.0,46781.0,52400.0,27766.0,3100.0,11455.0,48184.0,41100.0,0.2583,Universidad Adventista de las Antillas,Mayaguez,0.7614,0.4744
7797.0,7797.0,72.0,9.0,11.0,2.0,3.0,758.0,0.6913,0.266,20.0,0.69,0.334677419,0.51,5500.0,5000.0,6332.0,4500.0,41544.0,5500.0,20474.0,60492.0,53500.0,32168.0,5200.0,16070.0,50877.0,55400.0,0.65,Albizu University-San Juan,San Juan,0.7919,0.4468
6238.0,6238.0,72.0,9.0,23.0,2.0,3.0,273.0,0.7597,0.3344,12.0,0.3919,0.290040769,0.424747475,15500.0,11000.0,11600.0,15626.0,24908.0,3500.0,13683.0,40900.0,40700.0,20637.0,2400.0,8601.0,33916.0,31200.0,0.1364,Pontifical Catholic University of Puerto Rico-Arecibo,Arecibo,0.8235,0.35
6340.0,6340.0,72.0,9.0,12.0,2.0,3.0,3827.0,0.8137,0.3163,22.0,0.4794,0.290040769,0.424747475,15500.0,11000.0,11600.0,15626.0,24908.0,3500.0,13683.0,40900.0,40700.0,20637.0,2400.0,8601.0,33916.0,31200.0,0.1844,Pontifical Catholic University of Puerto Rico-Ponce,Ponce,0.7893,0.4846
6920.0,6920.0,72.0,9.0,11.0,2.0,3.0,4579.0,0.6885,0.3596,21.0,0.3111,0.319727891,0.386698847,14250.0,10011.0,10000.0,10487.0,24490.0,3700.0,13268.0,39515.0,43100.0,21596.0,2400.0,9961.0,36124.0,36000.0,0.1243,Universidad Ana G. Mendez-Cupey Campus,San Juan,0.7037,0.3232
6920.0,6920.0,72.0,9.0,21.0,2.0,3.0,4383.0,0.699,0.301,23.0,0.3641,0.285920369,0.346676931,14500.0,9750.0,10700.0,14075.0,24328.0,3800.0,12674.0,38614.0,41300.0,21125.0,2600.0,9834.0,35329.0,35000.0,0.0539,Universidad Ana G. Mendez-Carolina Campus,Carolina,0.6991,0.3249
6360.0,6360.0,72.0,9.0,11.0,2.0,3.0,4042.0,0.7081,0.2192,21.0,0.436,0.46353167,0.486263736,16250.0,11250.0,11675.0,9500.0,31754.0,3300.0,14939.0,54237.0,46100.0,27544.0,2000.0,12465.0,45575.0,33100.0,0.1728,Universidad del Sagrado Corazon,Santurce,0.7909,0.4539
9810.0,9810.0,72.0,9.0,11.0,2.0,3.0,3791.0,0.6232,0.3405,17.0,0.2356,0.049222798,0.114325069,22564.0,12542.0,12666.0,15500.0,47540.0,4600.0,25266.0,69091.0,61600.0,37753.0,3500.0,16176.0,59481.0,50500.0,0.0364,Universidad Politecnica de Puerto Rico,Hato Rey,0.7736,0.3313
6238.0,6238.0,72.0,9.0,13.0,2.0,3.0,597.0,0.8346,0.2671,14.0,0.4211,0.290040769,0.424747475,15500.0,11000.0,11600.0,15626.0,24908.0,3500.0,13683.0,40900.0,40700.0,20637.0,2400.0,8601.0,33916.0,31200.0,0.1126,Pontifical Catholic University of Puerto Rico-Mayaguez,Mayaguez,0.7667,0.4157
6920.0,6920.0,72.0,9.0,21.0,2.0,3.0,7666.0,0.8266,0.2693,26.0,0.3021,0.286853552,0.379792512,13448.0,8750.0,9579.0,12250.0,26223.0,3500.0,14676.0,42305.0,41900.0,23727.0,2600.0,10662.0,38875.0,34900.0,0.062,Universidad Ana G. Mendez-Gurabo Campus,Gurabo,0.7513,0.3333
18238.0,18238.0,45.0,5.0,21.0,3.0,3.0,445.0,0.5762,0.5952,14.0,0.0,0.222162162,0.178076996,26123.0,12643.0,15278.0,14700.0,34421.0,7100.0,17463.0,53014.0,67200.0,34115.0,7600.0,17590.0,54613.0,74600.0,0.0,South University-Columbia,Columbia,0.1,0.08
20350.0,20350.0,47.0,5.0,11.0,3.0,3.0,278.0,0.5772,0.7349,10.0,0.3548,0.237623762,0.413043478,33498.0,17500.0,19000.0,17013.0,35113.0,4100.0,16555.0,49258.0,51700.0,28099.0,4500.0,15069.0,40426.0,43700.0,0.1935,Nossi College of Art and Design,Nashville,0.75,0.8039
13920.0,13920.0,47.0,5.0,11.0,3.0,3.0,2670.0,0.8603,0.1463,39.0,0.0,0.133444207,0.154570325,40621.0,12667.0,20636.0,22364.0,40092.0,11500.0,20698.0,62129.0,106500.0,36582.0,9600.0,18625.0,56532.0,83200.0,0.0,Strayer University-Tennessee,Memphis,0.4,0.0
14842.0,14842.0,48.0,6.0,11.0,3.0,3.0,124.0,0.7705,0.7459,15.0,0.4545,0.151370833,0.163817146,31000.0,9500.0,12667.0,13020.0,36144.0,8300.0,18174.0,56003.0,102100.0,27823.0,5400.0,12996.0,44907.0,72300.0,0.5714,American InterContinental University-Houston,Houston,0.5,0.3333
13920.0,13920.0,45.0,5.0,13.0,3.0,3.0,1830.0,0.7889,0.1452,39.0,0.0,0.133444207,0.154570325,40621.0,12667.0,20636.0,22364.0,40092.0,11500.0,20698.0,62129.0,106500.0,36582.0,9600.0,18625.0,56532.0,83200.0,0.0,Strayer University-South Carolina,Greenville,0.1667,0.0
13920.0,13920.0,48.0,6.0,21.0,3.0,3.0,2397.0,0.7428,0.1031,39.0,0.5,0.133444207,0.154570325,40621.0,12667.0,20636.0,22364.0,40092.0,11500.0,20698.0,62129.0,106500.0,36582.0,9600.0,18625.0,56532.0,83200.0,0.25,Strayer University-Texas,Farmers Branch,0.2,0.1667
13365.0,13365.0,44.0,1.0,12.0,2.0,3.0,1980.0,0.3559,0.5762,11.0,0.0,0.512580877,0.584014957,26000.0,17250.0,18277.0,14250.0,43418.0,9100.0,25436.0,63933.0,68100.0,35802.0,8700.0,21130.0,51901.0,51700.0,0.0,Johnson & Wales University-Online,Providence,0.5417,0.0
19686.0,19686.0,48.0,6.0,11.0,3.0,3.0,2416.0,0.4952,0.7937,10.0,0.0,0.49228169,0.503994394,20919.0,16577.0,15795.0,17250.0,92405.0,13200.0,66826.0,120947.0,94100.0,84533.0,27800.0,62630.0,108596.0,98800.0,0.0,Chamberlain University-Texas,Houston,0.75,0.0
15204.0,15204.0,42.0,2.0,13.0,1.0,3.0,7554.0,0.2967,0.4118,16.0,0.3363,0.573754019,0.609746714,25000.0,19000.0,20000.0,19700.0,63435.0,14400.0,40301.0,93790.0,94200.0,55620.0,11600.0,34752.0,79149.0,71200.0,0.1717,Pennsylvania State University-World Campus,University Park,0.6629,0.3297
18238.0,18238.0,48.0,6.0,12.0,3.0,3.0,243.0,0.5382,0.5868,12.0,0.0909,0.222162162,0.178076996,26123.0,12643.0,15278.0,14700.0,34421.0,7100.0,17463.0,53014.0,67200.0,34115.0,7600.0,17590.0,54613.0,74600.0,0.0,South University-Austin,Round Rock,0.1667,0.2667
39350.0,39350.0,47.0,5.0,22.0,2.0,3.0,783.0,0.2344,0.4901,9.0,0.6029,0.647342995,0.549407115,25219.0,18500.0,19010.0,18063.0,46641.0,12100.0,33603.0,70084.0,75800.0,43168.0,9800.0,29203.0,62041.0,65600.0,0.5294,Milligan University,Milligan,0.7943,0.7005
11046.0,22870.0,42.0,2.0,32.0,1.0,3.0,9309.0,0.2934,0.5842,19.0,0.5302,0.516775599,0.577078289,26000.0,19500.0,20000.0,19500.0,52416.0,14100.0,35693.0,72563.0,75900.0,44053.0,10400.0,29136.0,60540.0,59500.0,0.4124,Commonwealth University of Pennsylvania,Bloomsburg,0.748,0.5831
11388.0,16006.0,42.0,2.0,32.0,1.0,3.0,8134.0,0.3686,0.5682,17.0,0.5103,0.359133127,0.496004566,23725.0,16750.0,17500.0,16228.0,47295.0,9700.0,30587.0,64952.0,69600.0,38474.0,9000.0,24177.0,53827.0,57700.0,0.3976,Pennsylvania Western University,California,0.7043,0.5324
6496.0,6496.0,49.0,7.0,12.0,2.0,3.0,32221.0,0.3229,0.1163,21.0,0.8221,0.547360539,0.655660377,11069.0,8000.0,9000.0,8250.0,75790.0,7000.0,39894.0,119196.0,127300.0,58450.0,4900.0,30263.0,87154.0,79300.0,0.2807,Brigham Young University,Provo,0.8905,0.8204
16491.0,16491.0,49.0,7.0,13.0,3.0,3.0,252.0,0.4828,0.6935,22.0,0.5278,0.599423631,0.595121951,43021.0,17946.0,24000.0,24862.0,37518.0,4600.0,20717.0,54175.0,58000.0,36393.0,4700.0,20649.0,51015.0,43300.0,0.3889,Eagle Gate College-Murray,Murray,0.6667,0.3571
9228.0,24802.0,49.0,7.0,13.0,1.0,3.0,20342.0,0.2569,0.1925,19.0,0.5732,0.457947607,0.508864887,14340.0,10255.0,9782.0,8750.0,54022.0,6300.0,28475.0,80715.0,88000.0,44822.0,5400.0,25537.0,65311.0,64100.0,0.304,Utah State University,Logan,0.7415,0.5744
6270.0,17830.0,49.0,7.0,13.0,1.0,3.0,27481.0,0.2337,0.0895,28.0,0.4074,0.292503675,0.340686275,14750.0,10225.0,9500.0,6649.0,55486.0,6800.0,30185.0,86094.0,94600.0,46825.0,5900.0,26124.0,69504.0,67300.0,0.1716,Utah Valley University,Orem,0.6967,0.3943
9315.0,29837.0,49.0,7.0,12.0,1.0,3.0,26041.0,0.201,0.215,18.0,0.6391,0.474244256,0.572067594,19000.0,14500.0,14783.0,13000.0,67170.0,10400.0,40587.0,99335.0,108700.0,55239.0,9700.0,34515.0,78555.0,79100.0,0.3428,University of Utah,Salt Lake City,0.8538,0.7292
41416.0,41416.0,49.0,7.0,12.0,2.0,3.0,882.0,0.2508,0.6608,8.0,0.6936,0.5,0.526570048,22250.0,19256.0,20500.0,15750.0,66215.0,11800.0,38860.0,95331.0,90700.0,52994.0,12100.0,33676.0,75416.0,73400.0,0.585,Westminster University,Salt Lake City,0.7594,0.6398
64644.0,64644.0,50.0,1.0,32.0,2.0,3.0,759.0,0.2124,0.4942,9.0,0.6667,0.65248227,0.79047619,26000.0,15423.0,18198.0,21250.0,38289.0,5000.0,19841.0,67910.0,55800.0,24711.0,5000.0,8892.0,42378.0,41500.0,0.5114,Bennington College,Bennington,0.8505,0.6776
45550.0,45550.0,50.0,1.0,13.0,2.0,3.0,2870.0,0.2314,0.5134,13.0,0.6301,0.531215772,0.612903226,26814.0,17201.0,20495.0,20000.0,58386.0,12800.0,33909.0,89444.0,73000.0,48844.0,11900.0,27226.0,81182.0,63000.0,0.5325,Champlain College,Burlington,0.7666,0.6892
65280.0,65280.0,50.0,1.0,32.0,2.0,3.0,2785.0,0.1673,0.2279,9.0,0.9259,0.882943144,0.926470588,13857.0,7303.0,11975.0,13153.0,76310.0,13900.0,48442.0,124474.0,165400.0,57291.0,14000.0,36807.0,87323.0,89700.0,0.7098,Middlebury College,Middlebury,0.9358,0.9134
49600.0,49600.0,50.0,1.0,42.0,2.0,3.0,2490.0,0.2445,0.459,12.0,0.6103,0.583333333,0.606927711,25000.0,19000.0,18617.0,16030.0,65575.0,11900.0,42747.0,86999.0,85200.0,59743.0,11500.0,36289.0,74168.0,65800.0,0.5382,Norwich University,Northfield,0.694,0.6296
50040.0,50040.0,50.0,1.0,22.0,2.0,3.0,1157.0,0.177,0.5831,10.0,0.6887,0.783382789,0.832524272,26922.0,19500.0,21500.0,23000.0,61317.0,16600.0,46033.0,81070.0,89500.0,46898.0,13200.0,29031.0,64042.0,59400.0,0.6275,Saint Michael's College,Colchester,0.8411,0.7883
11400.0,21408.0,50.0,1.0,43.0,1.0,3.0,3567.0,0.3148,0.5528,9.0,0.4894,0.602247191,0.671497585,15000.0,12000.0,9750.0,11000.0,50331.0,15700.0,35188.0,74896.0,74600.0,41340.0,11600.0,25775.0,60599.0,63500.0,0.3214,Vermont State University,Randolph,0.6681,0.4601
18890.0,43890.0,50.0,1.0,13.0,1.0,3.0,11614.0,0.1283,0.384,17.0,0.7856,0.721046771,0.707465719,20951.0,16417.0,18048.0,17500.0,62472.0,12800.0,39819.0,91148.0,86800.0,48164.0,10700.0,29913.0,68542.0,63200.0,0.6994,University of Vermont,Burlington,0.8816,0.7783
38550.0,38550.0,51.0,5.0,32.0,2.0,3.0,1162.0,0.3904,0.6754,13.0,0.4357,0.460496614,0.479674797,25000.0,16250.0,17125.0,17225.0,51516.0,13300.0,33532.0,75785.0,87000.0,46273.0,12200.0,31935.0,64477.0,72300.0,0.3107,Averett University,Danville,0.5863,0.4173
29696.0,29696.0,51.0,5.0,32.0,2.0,3.0,683.0,0.4567,0.6199,15.0,0.2714,0.397435897,0.419141914,21855.0,14031.0,13000.0,12000.0,48896.0,12600.0,32976.0,72675.0,87100.0,41923.0,10000.0,26984.0,60260.0,76000.0,0.1905,Bluefield University,Bluefield,0.4932,0.3557
41350.0,41350.0,51.0,5.0,23.0,2.0,3.0,1388.0,0.2939,0.6477,12.0,0.4944,0.610894942,0.588582677,26000.0,17000.0,18094.0,17500.0,53453.0,13500.0,39649.0,72917.0,82100.0,45620.0,11600.0,31202.0,59439.0,53200.0,0.4288,Bridgewater College,Bridgewater,0.7749,0.6227
25040.0,49412.0,51.0,5.0,23.0,1.0,3.0,6949.0,0.1208,0.2335,13.0,0.9101,0.872340426,0.902404526,18500.0,11250.0,15110.0,16750.0,73490.0,18500.0,48980.0,112948.0,124900.0,62959.0,11900.0,41117.0,92001.0,79300.0,0.857,William & Mary,Williamsburg,0.9463,0.9189
16351.0,30988.0,51.0,5.0,12.0,1.0,3.0,4402.0,0.1457,0.3648,13.0,0.7508,0.711805556,0.742630385,25000.0,20000.0,21230.0,19500.0,60509.0,13600.0,41512.0,85473.0,77100.0,51931.0,11900.0,35013.0,69728.0,61800.0,0.6602,Christopher Newport University,Newport News,0.8277,0.7514
